Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2010,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2010,45.9
2011,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2011,52.8
2012,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2012,53.7
2013,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2013,54.0
2014,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2014,58.4
2015,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2015,77.3
2016,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2016,78.3
2017,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2017,79.5
2018,SH_STA_BRTC,BI,_T,_T,_T,_T,PT,0,N,2018,86.5
2010,SH_STA_BRTC,BI,_T,_T,U,_T,PT,0,N,2010,87.9
2017,SH_STA_BRTC,BI,_T,_T,U,_T,PT,0,N,2017,96.1
2010,SH_STA_BRTC,BI,_T,_T,R,_T,PT,0,N,2010,57.8
2017,SH_STA_BRTC,BI,_T,_T,R,_T,PT,0,N,2017,84.0
