Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2010,D4,BI,_T,_T,_T,_T,PT,0,N,2010,98.2
2011,D4,BI,_T,_T,_T,_T,PT,0,N,2011,98.0
2012,D4,BI,_T,_T,_T,_T,PT,0,N,2012,97.8
2013,D4,BI,_T,_T,_T,_T,PT,0,N,2013,97.9
2014,D4,BI,_T,_T,_T,_T,PT,0,N,2014,97.8
2015,D4,BI,_T,_T,_T,_T,PT,0,N,2015,97.6
2016,D4,BI,_T,_T,_T,_T,PT,0,N,2016,97.8
2017,D4,BI,_T,_T,_T,_T,PT,0,N,2017,97.8
2012,D5,BI,_T,_T,_T,_T,PT,0,N,2012,19.1
2013,D5,BI,_T,_T,_T,_T,PT,0,N,2013,40.8
2014,D5,BI,_T,_T,_T,_T,PT,0,N,2014,22.9
2015,D5,BI,_T,_T,_T,_T,PT,0,N,2015,69.1
2016,D5,BI,_T,_T,_T,_T,PT,0,N,2016,72.2
2012,D3,BI,_T,_T,_T,_T,PT,0,N,2012,4.8
2016,D3,BI,_T,_T,_T,_T,PT,0,N,2016,7.8
2017,D3,BI,_T,_T,_T,_T,PT,0,N,2017,8.0
2018,D3,BI,_T,_T,_T,_T,PT,0,N,2018,12.7
